,ensg_id,description,category,logtpm_mean,logtpm_std,stratified_level
557,ENSG00000039319,"zinc finger, FYVE domain containing 16",Expressed in all tissues,4.577124424819104,0.7598000329286578,4
558,ENSG00000039523,"family with sequence similarity 65, member A",Expressed in all tissues,5.263152065987371,0.7614602446908673,5
562,ENSG00000039650,polynucleotide kinase 3'-phosphatase,Expressed in all tissues,5.0084622542730965,0.6588726978624084,5
566,ENSG00000040341,staufen double-stranded RNA binding protein 2,Expressed in all tissues,5.653032603250043,0.6794592613025693,5
567,ENSG00000040487,PQ loop repeat containing 2,Expressed in all tissues,3.6195328974692367,0.5073842030030463,3
568,ENSG00000040531,"cystinosin, lysosomal cystine transporter",Expressed in all tissues,3.9808192710502714,0.6025296658834642,3
570,ENSG00000040633,PHD finger protein 23,Expressed in all tissues,5.133584503667735,0.6553367089400245,5
572,ENSG00000040933,"inositol polyphosphate-4-phosphatase, type I, 107kDa",Expressed in all tissues,4.1791444779941225,0.8336326790213778,4
574,ENSG00000041357,"proteasome (prosome, macropain) subunit, alpha type, 4",Expressed in all tissues,7.344928412944038,0.6635107236951784,7
579,ENSG00000041988,"THAP domain containing, apoptosis associated protein 3",Expressed in all tissues,4.175557901143482,0.5195984156711192,4
582,ENSG00000042286,"apoptosis-inducing factor, mitochondrion-associated, 2",Expressed in all tissues,3.3967223067603145,0.9193320735887445,3
585,ENSG00000042429,mediator complex subunit 17,Expressed in all tissues,5.231639522738564,0.6671421679859275,5
588,ENSG00000042753,"adaptor-related protein complex 2, sigma 1 subunit",Expressed in all tissues,6.4185444202225135,0.5245843458701897,6
595,ENSG00000043143,jade family PHD finger 2,Expressed in all tissues,4.58629950317703,0.9099576696362202,4
598,ENSG00000043514,tRNA isopentenyltransferase 1,Expressed in all tissues,4.489642882699675,0.6157359733315009,4
601,ENSG00000044090,cullin 7,Expressed in all tissues,4.015690793051014,0.6447470387812304,4
602,ENSG00000044115,"catenin (cadherin-associated protein), alpha 1, 102kDa",Expressed in all tissues,7.77005232640361,0.9248091998673786,7
603,ENSG00000044446,"phosphorylase kinase, alpha 2 (liver)",Expressed in all tissues,4.790459588814115,0.5415062569221522,4
606,ENSG00000044574,"heat shock 70kDa protein 5 (glucose-regulated protein, 78kDa)",Expressed in all tissues,7.893633169248822,0.8178025985450567,7
609,ENSG00000046651,oral-facial-digital syndrome 1,Expressed in all tissues,4.750592840123715,0.9048419225870769,4
613,ENSG00000047056,WD repeat domain 37,Expressed in all tissues,3.9594636563891705,0.7389212147659422,3
614,ENSG00000047188,YTH domain containing 2,Expressed in all tissues,4.373640064592696,0.6201939496765234,4
615,ENSG00000047230,CTP synthase 2,Expressed in all tissues,3.7185314471114537,0.7597033740962844,3
616,ENSG00000047249,"ATPase, H+ transporting, lysosomal 50/57kDa, V1 subunit H",Expressed in all tissues,5.691281878547498,0.7145485305792871,5
618,ENSG00000047346,"family with sequence similarity 214, member A",Expressed in all tissues,5.687359090882458,0.5619070260522289,5
623,ENSG00000047579,dystrobrevin binding protein 1,Expressed in all tissues,4.906244344293318,0.6638731112552018,4
626,ENSG00000047621,chromosome 12 open reading frame 4,Expressed in all tissues,3.94033672483364,0.7151864665188942,3
627,ENSG00000047634,sex comb on midleg-like 1 (Drosophila),Expressed in all tissues,4.025509771266336,0.8950738996555487,4
628,ENSG00000047644,WWC family member 3,Expressed in all tissues,4.045338889759346,0.8370488955509342,4
631,ENSG00000047849,microtubule-associated protein 4,Expressed in all tissues,6.829306157211683,0.9999095600724508,6
632,ENSG00000047932,golgi-associated PDZ and coiled-coil motif containing,Expressed in all tissues,4.892330013025184,0.7426354323709776,4
634,ENSG00000048028,ubiquitin specific peptidase 28,Expressed in all tissues,4.4061304517222455,0.715392461832484,4
636,ENSG00000048140,tetraspanin 17,Expressed in all tissues,4.7958768761767345,0.6239386725070177,4
639,ENSG00000048392,ribonucleotide reductase M2 B (TP53 inducible),Expressed in all tissues,4.7489210004785996,0.7025587483368853,4
640,ENSG00000048405,zinc finger protein 800,Expressed in all tissues,4.35464966253102,0.7499704801569741,4
646,ENSG00000048649,remodeling and spacing factor 1,Expressed in all tissues,4.697508400617098,0.6894893511880101,4
647,ENSG00000048707,vacuolar protein sorting 13 homolog D (S. cerevisiae),Expressed in all tissues,4.72269967253205,0.6667701829476654,4
649,ENSG00000048828,family with sequence similarity 120A,Expressed in all tissues,6.355707602552863,0.4901807405512135,6
650,ENSG00000048991,R3H domain containing 1,Expressed in all tissues,4.399997552337617,0.8836256538788242,4
653,ENSG00000049167,"excision repair cross-complementing rodent repair deficiency, complementation group 8",Expressed in all tissues,3.231303948148077,0.6142138883842482,3
655,ENSG00000049239,hexose-6-phosphate dehydrogenase (glucose 1-dehydrogenase),Expressed in all tissues,4.775752392623024,0.6986115135877117,4
656,ENSG00000049245,vesicle-associated membrane protein 3,Expressed in all tissues,6.859243352046284,0.6906563943206755,6
662,ENSG00000049449,"reticulocalbin 1, EF-hand calcium binding domain",Expressed in all tissues,5.821121926576528,0.977378758533016,5
664,ENSG00000049541,"replication factor C (activator 1) 2, 40kDa",Expressed in all tissues,4.677242840315134,0.6246594139557405,4
665,ENSG00000049618,AT rich interactive domain 1B (SWI1-like),Expressed in all tissues,4.898544053234934,0.5812079514922244,4
666,ENSG00000049656,CLPTM1-like,Expressed in all tissues,6.618698354018314,0.6784800052785596,6
670,ENSG00000049860,hexosaminidase B (beta polypeptide),Expressed in all tissues,7.026267964153356,0.8902904003229839,7
671,ENSG00000049883,pentatricopeptide repeat domain 2,Expressed in all tissues,3.1430720491208453,0.6593950780175714,3
673,ENSG00000050130,JNK1/MAPK8-associated membrane protein,Expressed in all tissues,5.840123401885119,0.6348548100000035,5
679,ENSG00000050426,LETM1 domain containing 1,Expressed in all tissues,6.375039049306511,0.6651074660411351,6
684,ENSG00000050748,mitogen-activated protein kinase 9,Expressed in all tissues,5.200144307531945,0.5325170641264014,5
687,ENSG00000051009,"family with sequence similarity 160, member A2",Expressed in all tissues,5.608008931664517,0.7077946708160978,5
688,ENSG00000051108,"homocysteine-inducible, endoplasmic reticulum stress-inducible, ubiquitin-like domain member 1",Expressed in all tissues,7.780626949757476,0.7353438951813213,7
692,ENSG00000051382,"phosphatidylinositol-4,5-bisphosphate 3-kinase, catalytic subunit beta",Expressed in all tissues,5.093395324785,0.6214843027828529,5
694,ENSG00000051596,THO complex 3,Expressed in all tissues,5.597079786001973,0.9784424543408713,5
695,ENSG00000051620,heme binding protein 2,Expressed in all tissues,5.11136368969504,0.8623325297529736,5
696,ENSG00000051825,M-phase phosphoprotein 9,Expressed in all tissues,4.2168528844765465,0.7749649202953589,4
699,ENSG00000052723,suppressor of IKBKE 1,Expressed in all tissues,4.629951856651668,0.5147101173614265,4
701,ENSG00000052795,folliculin interacting protein 2,Expressed in all tissues,4.729087523083989,0.8545594716487293,4
703,ENSG00000052841,tetratricopeptide repeat domain 17,Expressed in all tissues,6.035425642876728,0.547728911939089,6
706,ENSG00000053254,forkhead box N3,Expressed in all tissues,6.027409971322813,0.6986727068040111,6
708,ENSG00000053371,"aldo-keto reductase family 7, member A2 (aflatoxin aldehyde reductase)",Expressed in all tissues,5.75722534091434,0.6117572922700992,5
709,ENSG00000053372,mRNA turnover 4 homolog (S. cerevisiae),Expressed in all tissues,4.595926488225328,0.5623298873396513,4
711,ENSG00000053501,unconventional SNARE in the ER 1 homolog (S. cerevisiae),Expressed in all tissues,5.007245369642643,0.3715505317195311,5
715,ENSG00000053770,"adaptor-related protein complex 5, mu 1 subunit",Expressed in all tissues,5.127421338406593,0.6319984159470913,5
716,ENSG00000053900,anaphase promoting complex subunit 4,Expressed in all tissues,5.050260226798864,0.7918260115706232,5
718,ENSG00000054116,trafficking protein particle complex 3,Expressed in all tissues,6.173559456525799,0.5140772219001276,6
719,ENSG00000054118,thyroid hormone receptor associated protein 3,Expressed in all tissues,6.261503146631455,0.5163136060201466,6
720,ENSG00000054148,phosphohistidine phosphatase 1,Expressed in all tissues,6.653263641209309,0.5086483847979457,6
723,ENSG00000054267,AT rich interactive domain 4B (RBP1-like),Expressed in all tissues,5.18707961719163,0.8622224211969833,5
725,ENSG00000054282,serologically defined colon cancer antigen 8,Expressed in all tissues,5.18178199267312,0.6493169459898661,5
728,ENSG00000054523,kinesin family member 1B,Expressed in all tissues,4.511966185585582,0.9628666573579621,4
730,ENSG00000054611,"TBC1 domain family, member 22A",Expressed in all tissues,4.929043817668494,0.6264694861284409,4
737,ENSG00000054965,"family with sequence similarity 168, member A",Expressed in all tissues,4.572650884818309,0.7675636899926256,4
739,ENSG00000054983,galactosylceramidase,Expressed in all tissues,4.804591565907424,0.9001404251368348,4
740,ENSG00000055044,NOP58 ribonucleoprotein,Expressed in all tissues,6.126479800378306,0.653196143546748,6
741,ENSG00000055070,SUZ RNA binding domain containing 1,Expressed in all tissues,6.395149224583187,0.5176324060765363,6
743,ENSG00000055130,cullin 1,Expressed in all tissues,5.745126107226157,0.6122131039341699,5
744,ENSG00000055147,"family with sequence similarity 114, member A2",Expressed in all tissues,4.521009475337292,0.5787607314686463,4
746,ENSG00000055208,TGF-beta activated kinase 1/MAP3K7 binding protein 2,Expressed in all tissues,6.066210080465394,0.43577318685139327,6
747,ENSG00000055211,glycoprotein integral membrane 1,Expressed in all tissues,6.030908621574282,0.6725922329797624,6
749,ENSG00000055483,ubiquitin specific peptidase 36,Expressed in all tissues,5.213327186183852,0.575914196934298,5
750,ENSG00000055609,lysine (K)-specific methyltransferase 2C,Expressed in all tissues,4.5300159867988175,0.5279844723798135,4
753,ENSG00000055917,pumilio RNA-binding family member 2,Expressed in all tissues,6.082476561754164,0.6602438161383662,6
757,ENSG00000056050,chromosome 4 open reading frame 27,Expressed in all tissues,4.860735715377982,0.6409344152115862,4
758,ENSG00000056097,zinc finger RNA binding protein,Expressed in all tissues,5.9198576237560525,0.5675890192455626,5
763,ENSG00000056586,ring finger and CCCH-type domains 2,Expressed in all tissues,4.407684436515797,0.7337108238611187,4
774,ENSG00000057608,GDP dissociation inhibitor 2,Expressed in all tissues,7.495786093702479,0.5871506209009462,7
776,ENSG00000057663,autophagy related 5,Expressed in all tissues,5.04257497303723,0.696346665885866,5
778,ENSG00000057757,PITH (C-terminal proteasome-interacting domain of thioredoxin-like) domain containing 1,Expressed in all tissues,6.09799326407203,0.5485968160051552,6
781,ENSG00000058063,"ATPase, class VI, type 11B",Expressed in all tissues,5.29819149405155,0.8982682078657712,5
784,ENSG00000058262,Sec61 alpha 1 subunit (S. cerevisiae),Expressed in all tissues,7.141618079281333,0.5465810875453478,7
785,ENSG00000058272,"protein phosphatase 1, regulatory subunit 12A",Expressed in all tissues,5.955827595591431,0.9619633136098968,5
788,ENSG00000058453,"ciliary rootlet coiled-coil, rootletin",Expressed in all tissues,3.5581535562344406,0.9326404913428431,3
791,ENSG00000058673,zinc finger CCCH-type containing 11A,Expressed in all tissues,6.493007235779647,0.5375426780027059,6
792,ENSG00000058729,RIO kinase 2,Expressed in all tissues,4.215096018039671,0.42825290388430154,4
793,ENSG00000058799,"Yip1 domain family, member 1",Expressed in all tissues,5.2627772229647665,0.6996200582603509,5
794,ENSG00000058804,NDC1 transmembrane nucleoporin,Expressed in all tissues,3.8337251611314955,0.8483313260917646,3
796,ENSG00000059122,FLYWCH-type zinc finger 1,Expressed in all tissues,4.5929931924735135,0.7462315259203258,4
797,ENSG00000059145,unkempt family zinc finger-like,Expressed in all tissues,4.083854667897963,0.8398444443183982,4
801,ENSG00000059588,TAR (HIV-1) RNA binding protein 1,Expressed in all tissues,5.097595141301912,0.7508323769921874,5
802,ENSG00000059691,PET112 homolog (yeast),Expressed in all tissues,4.434663475010625,0.7150097926104582,4
804,ENSG00000059758,cyclin-dependent kinase 17,Expressed in all tissues,4.919477107667061,0.932195211086999,4
805,ENSG00000059769,"DnaJ (Hsp40) homolog, subfamily C , member 25",Expressed in all tissues,4.47028761436789,0.8281021288941,4
811,ENSG00000060237,WNK lysine deficient protein kinase 1,Expressed in all tissues,6.25282801222371,0.827232845581314,6
813,ENSG00000060491,opioid growth factor receptor,Expressed in all tissues,4.639859587788846,0.6689616911905268,4
816,ENSG00000060642,"phosphatidylinositol glycan anchor biosynthesis, class V",Expressed in all tissues,4.181114601980555,0.8331988197352403,4
821,ENSG00000060749,glutamine and serine rich 1,Expressed in all tissues,3.451963800805523,0.6629023192515777,3
823,ENSG00000060971,acetyl-CoA acyltransferase 1,Expressed in all tissues,6.6703837476745385,0.8494700095323654,6
833,ENSG00000061936,"splicing factor, suppressor of white-apricot homolog (Drosophila)",Expressed in all tissues,4.99871801732079,0.5854934258089904,4
835,ENSG00000061987,MON2 homolog (S. cerevisiae),Expressed in all tissues,4.985286043025898,0.5956397342062536,4
838,ENSG00000062194,GC-rich promoter binding protein 1,Expressed in all tissues,6.393650074016641,0.6038250173026168,6
841,ENSG00000062485,citrate synthase,Expressed in all tissues,6.723286176343821,0.7435949436282018,6
844,ENSG00000062598,engulfment and cell motility 2,Expressed in all tissues,5.267766017024171,0.6708143761307076,5
845,ENSG00000062650,wings apart-like homolog (Drosophila),Expressed in all tissues,4.9822511171576345,0.6152945930034416,4
847,ENSG00000062725,amyloid beta precursor protein (cytoplasmic tail) binding protein 2,Expressed in all tissues,4.688299412585173,0.8529848232024227,4
852,ENSG00000063169,glioma tumor suppressor candidate region gene 1,Expressed in all tissues,3.521890510672369,0.8177234301669337,3
856,ENSG00000063241,isochorismatase domain containing 2,Expressed in all tissues,5.488595859198358,0.5898365408534482,5
858,ENSG00000063245,epsin 1,Expressed in all tissues,5.544837062864024,0.7775029057613679,5
859,ENSG00000063322,mediator complex subunit 29,Expressed in all tissues,5.072059490869169,0.5496916563589702,5
863,ENSG00000063601,myotubularin related protein 1,Expressed in all tissues,4.472568193277077,0.7255269302997325,4
865,ENSG00000063761,aarF domain containing kinase 1,Expressed in all tissues,3.1560529016746623,0.42906297962175904,3
866,ENSG00000063854,hydroxyacylglutathione hydrolase,Expressed in all tissues,6.139761170687171,0.8353529993640438,6
867,ENSG00000063978,ring finger protein 4,Expressed in all tissues,5.674015580967142,0.6197176244771715,5
870,ENSG00000064102,asunder spermatogenesis regulator,Expressed in all tissues,4.29254220893367,0.5172433078003369,4
871,ENSG00000064115,transmembrane 7 superfamily member 3,Expressed in all tissues,6.0673187114748774,0.6882763293054875,6
882,ENSG00000064393,homeodomain interacting protein kinase 2,Expressed in all tissues,3.906594643555852,0.8986944137646745,3
883,ENSG00000064419,transportin 3,Expressed in all tissues,5.018386260804686,0.5651890021055567,5
884,ENSG00000064489,MEF2BNB-MEF2B readthrough,Expressed in all tissues,3.492859878463646,0.7956145395219573,3
